http://purl.obolibrary.org/obo/CHEBI_404903	http://purl.obolibrary.org/obo/PR_000022718	1
http://purl.obolibrary.org/obo/CHEBI_18405	http://purl.obolibrary.org/obo/PR_000008489	1
http://purl.obolibrary.org/obo/CHEBI_18237	http://purl.obolibrary.org/obo/PR_000008052	1
http://purl.obolibrary.org/obo/CHEBI_61615	http://purl.obolibrary.org/obo/PR_000007297	1
http://purl.obolibrary.org/obo/CHEBI_83690	http://purl.obolibrary.org/obo/PR_000007297	1
http://purl.obolibrary.org/obo/CHEBI_29016	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_18211	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_6923	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_41879	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_61897	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_47492	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_90721	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_40287	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_40287	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_43088	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_14434	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_139389	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_43029	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_40287	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_132497	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_40618	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_39727	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_39902	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_39831	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_79090	http://purl.obolibrary.org/obo/PR_000001901	1
http://purl.obolibrary.org/obo/CHEBI_136010	http://purl.obolibrary.org/obo/PR_000001901	1
